Formula,Band gap (G₀W₀) (eV),Direct band gap (G₀W₀) (eV),Direct band gap (PBE) (eV),Direct band gap (HSE06) (eV),Energy above hull (eV/atom),Heat of formation (eV/atom),Magnetic,Band gap (PBE) (eV),Band gap (HSE06) (eV),Direct band gap (PBE) (eV),Direct band gap (HSE06) (eV),CBM wrt. vacuum (PBE) (eV),Fermi level wrt. vacuum (PBE) (eV),VBM wrt. vacuum (PBE) (eV),Energy (eV),"Magnetic anisotropy energy, xz (meV/unit cell)","Magnetic anisotropy energy, yz (meV/unit cell)",Vacuum level (eV)
HfSe2,1.788,2.696,1.214,2.193,0.0,-1.349,0.0,0.42700000000000005,1.219,1.214,2.193,-4.946,-5.16,-5.373,-18.519,1.3877787807814457e-17,0.0,3.868
TeCuGeBr,,,0.652,1.545,0.078,-0.21099999999999997,0.0,0.652,1.54,0.652,1.545,-4.188,-4.514,-4.84,-13.826,1.3877787807814457e-17,0.0,3.385
AuCrAs2Se6,,,0.648,1.443,0.089,-0.14,1.0000000000000002,0.552,1.341,0.648,1.443,-4.502,-4.778,-5.054,-44.157,0.076,0.023000000000000007,1.921
TaAgGeS4Cl2,,,1.246,2.271,0.025,-0.694,0.0,1.226,2.271,1.246,2.271,-5.132,-5.745,-6.358,-43.3,1.3877787807814457e-17,0.0,3.121
Ni2As4Cl4O6,,,1.225,4.449,0.075,-0.928,1.0000000000000002,1.208,4.449,1.225,4.449,-4.966,-5.57,-6.174,-85.879,-0.419,-0.15000000000000002,1.797
In2ISe2Br,,,1.336,1.979,0.049,-0.584,0.0,1.188,1.833,1.336,1.979,-4.936,-5.53,-6.124,-19.058,1.3877787807814457e-17,0.0,3.618
Hf2I5Se,,,0.491,1.169,0.072,-0.925,1.0000000000000002,0.28600000000000003,0.972,0.491,1.169,-4.021,-4.164,-4.307,-33.287,0.376,0.36,3.295
NiSe4Al2,,,0.0,,0.079,-0.615,0.0,0.0,0.6393333333333329,0.0,0.8299999999999998,-4.4559999999999995,-4.145,-4.657666666666667,-32.959,1.3877787807814457e-17,0.0,3.244
BaAs2F12,,,4.852,7.286,0.0,-2.641,0.0,4.852,7.286,4.852,7.286,-5.724,-8.15,-10.575,-69.812,1.3877787807814457e-17,0.0,2.535
Al2Cl6,,,5.488,6.99,0.0,-1.53,0.0,5.487,6.98,5.4879999999999995,6.99,-2.474,-5.218,-7.962,-30.429,1.3877787807814457e-17,0.0,2.902
I6Cu2Mg2,,,2.513,4.246,0.021,-0.695,0.0,2.339,4.018,2.513,4.246,-3.061,-4.23,-5.399,-26.407,1.3877787807814457e-17,0.0,3.265
Ba2I2CuO2,,,0.0,,0.038,-1.7190000000000003,0.0,0.0,1.5173333333333332,0.0,1.6173333333333335,-5.82,-6.322,-6.434,-32.574,1.3877787807814457e-17,0.0,5.512
FeAl2S4,,,0.878,2.883,0.097,-0.809,0.0,0.848,2.579,0.878,2.883,-3.071,-3.495,-3.9189999999999996,-38.494,1.3877787807814457e-17,0.0,3.169
HfK2S6H6,,,3.014,4.343,0.0010000000000000009,-0.713,0.0,3.014,4.336,3.0140000000000002,4.343,-2.533,-4.04,-5.547,-65.055,1.3877787807814457e-17,0.0,1.073
Ga2S2,4.084,4.324,2.426,3.298,0.0,-0.664,0.0,2.321,3.197,2.426,3.298,-3.946,-5.107,-6.267,-16.619,1.3877787807814457e-17,0.0,3.849
AgMnBr4,,,0.446,1.507,0.0,-0.566,1.0000000000000002,0.258,1.38,0.44599999999999995,1.507,-5.801,-5.93,-6.059,-22.293,-0.07400000000000001,0.113,2.764
Nb2I4S4,,,1.485,2.332,0.0,-0.697,0.0,1.432,2.284,1.485,2.332,-4.025,-4.741,-5.456,-49.852,1.3877787807814457e-17,0.0,1.956
WAg2Te4,,,0.885,1.592,0.085,-0.0019999999999998908,0.0,0.587,1.318,0.885,1.592,-3.938,-4.232,-4.526,-30.0,1.3877787807814457e-17,0.0,3.042
Hf2I2N2,,,1.655,2.574,0.055,-1.404,0.0,0.545,1.436,1.655,2.574,-4.071,-4.343,-4.615,-43.099,1.3877787807814457e-17,0.0,3.47
Re2NiO8,,,1.621,5.022,0.0,-1.562,1.0000000000000002,1.575,4.97,1.621,5.022,-6.148,-6.935,-7.723,-88.735,-1.116,-1.093,1.667
Ti2CO2,,,0.64,1.991,0.11199999999999999,-2.061,0.0,0.32499999999999996,1.295,0.64,1.991,-5.499,-5.662,-5.824,-43.153,1.3877787807814457e-17,0.0,4.799
Bi2As2,,,0.363,0.445,0.072,0.07199999999999995,0.0,0.20900000000000007,0.41700000000000004,0.363,0.44499999999999984,-3.722,-3.826,-3.931,-18.385,1.3877787807814457e-17,0.0,3.262
Hf2Se6,,,0.569,1.39,0.0030000000000000027,-1.016,0.0,0.272,0.8850000000000002,0.569,1.39,-4.89,-5.025,-5.161,-44.039,1.3877787807814457e-17,0.0,5.138
ZrI6Fe,,,0.679,2.598,0.09,-0.535,0.0,0.661,2.598,0.679,2.598,-4.248,-4.578,-4.909,-29.598,1.3877787807814457e-17,0.0,3.399
Cu2Br2C4N2H4,,,0.968,2.97,0.187,-0.11299999999999999,0.0,0.69,2.528,0.968,2.97,-3.738,-4.083,-4.428,-78.98,1.3877787807814457e-17,0.0,1.259
AgCrAs2Se6,,,0.663,1.661,0.046,-0.17100000000000004,1.0000000000000002,0.5090000000000001,1.27,0.6629999999999999,1.661,-4.845,-5.099,-5.354,-44.186,-0.067,-0.06699999999999999,2.056
Cu3SeBr5S,,,0.288,0.886,0.049,-0.236,0.0,0.261,0.8529999999999998,0.28800000000000003,0.8860000000000001,-5.903,-6.033,-6.164,-28.876,1.3877787807814457e-17,0.0,2.474
Ba4Bi4S8F4,,,1.508,2.373,0.0,-1.821,0.0,1.4,2.354,1.508,2.373,-4.1,-4.8,-5.499,-101.398,1.3877787807814457e-17,0.0,3.343
W2H6,,,0.0,,0.129,0.129,0.0,0.0,0.3906666666666667,0.0,0.3906666666666663,-4.9319999999999995,-5.112,-4.9816666666666665,-41.882,1.3877787807814457e-17,0.0,2.39
TaZrVBr4S3,,,0.48,1.025,0.092,-1.099,1.0000000000000002,0.42899999999999994,1.002,0.48,1.025,-4.579,-4.793,-5.008,-55.307,-0.03,0.109,3.127
MoSbClO5,,,2.503,4.226,0.083,-1.468,0.0,2.36,4.057,2.503,4.226,-5.351,-6.531,-7.711,-54.761,1.3877787807814457e-17,0.0,2.349
Tl2Cu2S2,,,0.0,1.441,0.058,-0.20999999999999996,0.0,0.0,1.168,0.0,1.441,-3.533333333333333,-3.871,-3.8073333333333332,-21.764,1.3877787807814457e-17,0.0,2.923
BiIS,2.042,2.175,0.827,1.602,0.013999999999999999,-0.412,0.0,0.777,1.474,0.827,1.602,-5.434,-5.822,-6.211,-11.466999999999999,1.3877787807814457e-17,0.0,3.283
As4,1.797,1.837,0.886,1.42,0.042,0.04200000000000004,0.0,0.835,1.324,0.886,1.42,-3.831,-4.248,-4.666,-18.484999999999996,1.3877787807814457e-17,0.0,3.103
InI4NaO12,,,2.839,4.234,0.0,-0.517,0.0,2.81,4.2,2.839,4.234,-4.652,-6.057,-7.462,-80.775,1.3877787807814457e-17,0.0,2.204
NiGa2S4,,,0.0,,0.048,-0.534,0.0,0.0,1.2113333333333334,0.0,1.2176666666666667,-4.6770000000000005,-4.522,-4.809333333333334,-33.101,1.3877787807814457e-17,0.0,3.19
NiSe2,,,0.614,0.938,0.0,-0.258,0.0,0.06000000000000005,0.29899999999999993,0.6139999999999999,0.9380000000000002,-4.816,-4.846,-4.876,-14.987000000000002,1.3877787807814457e-17,0.0,3.541
I4Mn,,,0.903,1.979,0.026,-0.236,1.0000000000000002,0.803,1.948,0.903,1.979,-4.666,-5.067,-5.469,-16.809,0.473,0.294,2.52
Nb4Pd2Te14,,,0.04,,0.017,-0.395,0.0,0.020999999999999908,0.011666666666666714,0.040000000000000036,0.06099999999999994,-4.563,-4.573,-4.583,-101.71100000000001,1.3877787807814457e-17,0.0,2.349
Rh2I2S2,,,0.887,1.793,0.049,-0.387,0.0,0.771,1.665,0.887,1.793,-4.336,-4.722,-5.107,-27.729,1.3877787807814457e-17,0.0,2.009
Zr2Br4,,,0.632,1.177,0.0,-1.34,0.0,0.591,1.14,0.632,1.177,-3.745,-4.041,-4.336,-29.181,1.3877787807814457e-17,0.0,3.766
Sc2Br2C,,,1.174,2.262,0.0,-1.327,0.0,0.663,1.736,1.174,2.262,-4.849,-5.181,-5.512,-28.346,1.3877787807814457e-17,0.0,2.733
Ag2Cl2,,,2.564,3.865,0.028,-0.41000000000000003,0.0,2.506,3.865,2.564,3.865,-3.477,-4.73,-5.983,-10.890999999999998,1.3877787807814457e-17,0.0,1.725
Bi4Sr4S8F4,,,0.826,1.381,0.008,-1.823,0.0,0.826,1.381,0.8260000000000001,1.381,-4.609,-5.022,-5.436,-100.833,1.3877787807814457e-17,0.0,3.419
Ag2Cd2I2Se2,,,1.259,2.214,0.049,-0.40099999999999997,0.0,1.259,2.214,1.259,2.214,-4.116,-4.745,-5.375,-20.664,1.3877787807814457e-17,0.0,1.622
Ag4Br4O4H4,,,0.372,0.973,0.094,-0.49,0.0,0.33899999999999986,0.938,0.3719999999999999,0.9729999999999999,-5.776,-5.945,-6.115,-59.325,1.3877787807814457e-17,0.0,1.653
Ge4As4Se4,,,1.74,2.515,0.0049999999999999975,-0.18100000000000005,0.0,1.735,2.487,1.74,2.515,-3.911,-4.778,-5.646,-52.821,1.3877787807814457e-17,0.0,1.675
BiNi2Se2,,,0.0,,0.096,-0.18799999999999994,0.0,0.0,0.2879999999999998,0.0,0.4353333333333329,-5.0600000000000005,-5.202,-5.132666666666666,-27.074,1.3877787807814457e-17,0.0,2.635
Nb4I2S12,,,0.385,0.82,0.049,-0.693,0.0,0.31800000000000006,0.8159999999999998,0.385,0.8199999999999998,-4.912,-5.071,-5.23,-105.67000000000002,1.3877787807814457e-17,0.0,1.823
Nb2Se2B,,,0.0,,0.055,-0.819,0.0,0.0,0.9549999999999998,0.0,1.143,-5.226666666666667,-5.232,-5.506333333333333,-38.417,1.3877787807814457e-17,0.0,6.291
Fe2Se2O8,,,0.4,2.323,0.073,-0.846,1.0000000000000002,0.4,2.323,0.4,2.323,-5.132,-5.332,-5.532,-76.2,1.8439999999999999,2.38,1.562
Ir2I2Se2,,,0.0,0.586,0.042,-0.21299999999999997,0.0,0.0,0.52,0.0,0.5859999999999999,-4.395333333333333,-4.673,-4.600666666666666,-29.755,1.3877787807814457e-17,0.0,4.344
I4GaLiO12,,,2.769,4.197,0.02,-0.532,0.0,2.69,4.051,2.769,4.197,-4.732,-6.077,-7.422,-81.777,1.3877787807814457e-17,0.0,2.301
Tl8Cl12,,,1.943,2.906,0.052,-0.864,0.0,1.915,2.87,1.943,2.906,-4.496,-5.454,-6.411,-58.691,1.3877787807814457e-17,0.0,2.143
TeCrCl,,,1.342,2.01,0.0,-0.654,1.0000000000000002,0.65,1.108,1.342,2.01,-4.526,-4.852,-5.177,-16.361,1.483,1.484,3.541
SbTe2Ti2,,,0.0,,0.07,-0.557,0.0,0.0,1.156666666666667,0.0,1.1566666666666667,-4.708,-4.714,-4.921333333333333,-26.979,1.3877787807814457e-17,0.0,3.231
ZrBr2,1.737,2.349,1.476,1.996,0.0,-1.339,0.0,0.828,1.276,1.476,1.996,-2.824,-3.238,-3.652,-14.589999999999996,1.3877787807814457e-17,0.0,3.869
IV2Br3O2,,,0.918,1.868,0.035,-1.319,0.0,0.83,1.857,0.918,1.868,-4.654,-5.069,-5.485,-44.083,1.3877787807814457e-17,0.0,3.172
Hg2Te2Cu2Cl2,,,0.905,2.058,0.025,-0.332,0.0,0.897,2.058,0.905,2.058,-4.085,-4.534,-4.982,-21.76,1.3877787807814457e-17,0.0,1.553
Sb4Ni2Br4O6,,,1.064,3.769,0.031,-0.985,1.0000000000000002,1.018,3.717,1.064,3.769,-4.71,-5.219,-5.728,-84.956,-0.6540000000000001,-0.404,1.979
Bi2I6,,,1.466,2.228,0.0,-0.495,0.0,1.377,2.106,1.466,2.228,-4.931,-5.619,-6.308,-22.176,1.3877787807814457e-17,0.0,2.955
Ta2Pd2Te10,,,0.0,,0.0,-0.3509999999999999,0.0,0.0,0.011666666666666714,0.0,0.015000000000000124,-4.414,-4.677,-4.491666666666667,-64.236,1.3877787807814457e-17,0.0,2.207
As2Se6Si2,,,1.863,2.665,0.033,-0.276,0.0,1.79,2.538,1.863,2.665,-3.586,-4.48,-5.375,-43.78,1.3877787807814457e-17,0.0,2.987
Ir4Te8,,,0.591,0.934,0.066,-0.268,0.0,0.551,0.8980000000000001,0.591,0.9340000000000002,-4.174,-4.45,-4.725,-65.956,1.3877787807814457e-17,0.0,4.013
InP2S6Li,,,2.433,3.456,0.0,-0.539,0.0,2.293,3.289,2.433,3.456,-4.221,-5.367,-6.514,-45.237,1.3877787807814457e-17,0.0,1.666
Tl2I2,,,2.507,3.262,0.076,-0.601,0.0,2.399,3.136,2.507,3.262,-2.742,-3.942,-5.141,-10.358000000000004,1.3877787807814457e-17,0.0,2.228
In2Ga2S6,,,2.003,2.866,0.0030000000000000027,-0.638,0.0,1.981,2.831,2.003,2.866,-4.822,-5.813,-6.803,-42.183,1.3877787807814457e-17,0.0,2.686
Ge2P2S6Cl2,,,2.414,3.393,0.057,-0.335,0.0,2.328,3.301,2.414,3.393,-3.758,-4.922,-6.086,-51.825,1.3877787807814457e-17,0.0,1.77
Pt4As4S4,,,1.452,2.297,0.06,-0.4,0.0,1.313,2.061,1.452,2.297,-4.474,-5.13,-5.787,-65.178,1.3877787807814457e-17,0.0,2.486
Pt2Te2S6,,,0.907,1.743,0.091,-0.15300000000000002,0.0,0.724,1.731,0.907,1.7429999999999999,-3.858,-4.219,-4.581,-45.114,1.3877787807814457e-17,0.0,2.323
Pb2Ag2I6,,,1.701,2.735,0.012,-0.511,0.0,1.701,2.613,1.701,2.735,-4.378,-5.229,-6.079,-27.176,1.3877787807814457e-17,0.0,3.171
Na6S10H2,,,2.353,3.376,0.08,-0.56,0.0,2.353,3.375,2.353,3.376,-2.816,-3.993,-5.169,-65.354,1.3877787807814457e-17,0.0,1.1749999999999998
Y2I6,,,2.962,4.122,0.0010000000000000009,-1.471,0.0,2.756,3.889,2.962,4.122,-3.469,-4.847,-6.225,-30.02,1.3877787807814457e-17,0.0,3.009
Ta4Te12Br2,,,0.67,1.093,0.0020000000000000018,-0.377,0.0,0.67,1.093,0.67,1.093,-3.95,-4.285,-4.62,-87.674,1.3877787807814457e-17,0.0,1.98
Mn2Br2F2,,,1.728,3.594,0.10499999999999998,-1.474,1.0000000000000002,1.728,3.594,1.728,3.594,-3.71,-4.574,-5.438,-34.619,0.23300000000000004,0.23199999999999998,2.642
Sb2Te2Se,,,0.629,0.961,0.005999999999999998,-0.18399999999999994,0.0,0.4,0.7759999999999998,0.629,0.9609999999999999,-4.611,-4.811,-5.011,-19.625,1.3877787807814457e-17,0.0,4.78
Ir2Sb2S6,,,0.4,0.235,0.098,-0.294,0.0,0.275,0.23499999999999988,0.4,0.23499999999999988,-5.008,-5.146,-5.283,-54.774,1.3877787807814457e-17,0.0,3.798
Te6Sc4,,,0.302,1.215,0.028,-1.206,0.0,0.30200000000000005,1.214,0.30200000000000005,1.215,-4.688,-4.839,-4.991,-49.926,1.3877787807814457e-17,0.0,4.867
Nb2Se4F4,,,1.18,1.897,0.055,-1.833,0.0,1.119,1.836,1.18,1.897,-3.962,-4.521,-5.08,-59.258,1.3877787807814457e-17,0.0,1.905
ZrNa2O6H6,,,4.179,5.847,0.038,-1.671,0.0,4.179,5.847,4.179,5.847,-1.346,-3.435,-5.524,-85.774,1.3877787807814457e-17,0.0,0.7850000000000001
Rb2Ru2N2O2F10,,,1.05,3.173,0.0,-1.916,1.0000000000000002,0.944,3.12,1.05,3.173,-5.689,-6.161,-6.633,-98.059,-0.08000000000000002,-0.299,1.776
Te6Ga2Al2,,,0.93,1.452,0.036,-0.355,0.0,0.875,1.391,0.93,1.452,-4.325,-4.762,-5.2,-36.063,1.3877787807814457e-17,0.0,2.789
Mo2Br6,,,1.199,2.853,0.03,-0.578,1.0000000000000002,1.199,2.853,1.199,2.853,-4.353,-4.953,-5.552,-36.539,-1.332,-1.332,2.886
Ir2Ni2BrS6Cl,,,0.297,0.966,0.082,-0.352,0.0,0.251,0.889,0.29699999999999993,0.966,-5.324,-5.45,-5.575,-65.113,1.3877787807814457e-17,0.0,3.409
Cu4Br4O4H4,,,0.357,2.178,0.03,-0.635,1.0000000000000002,0.33899999999999986,2.143,0.357,2.178,-6.003,-6.173,-6.342,-65.003,-0.193,-1.587,1.737
Tl2S3,,,0.988,1.748,0.066,-0.14500000000000002,0.0,0.73,1.564,0.988,1.748,-2.929,-3.294,-3.659,-17.955,1.3877787807814457e-17,0.0,2.969
CdISH,,,1.984,2.851,0.06,-0.411,0.0,1.984,2.851,1.984,2.851,-3.104,-4.096,-5.088,-11.451,1.3877787807814457e-17,0.0,1.5310000000000001
Ta2NiSe6,,,0.0,,0.0049999999999999975,-0.686,0.0,0.0,0.2243333333333335,0.0,0.24300000000000033,-4.823333333333333,-5.146,-5.052,-53.951,1.3877787807814457e-17,0.0,2.186
Ta4Ni6Se10,,,0.175,0.228,0.0,-0.63,0.0,0.17500000000000004,0.2280000000000002,0.17500000000000004,0.2280000000000002,-4.48,-4.567,-4.654,-130.168,1.3877787807814457e-17,0.0,2.264
Ta2Se4Cl4,,,0.939,1.647,0.051,-0.921,0.0,0.939,1.6470000000000002,0.9390000000000001,1.6470000000000002,-4.079,-4.548,-5.018,-49.911,1.3877787807814457e-17,0.0,1.939
HgPb2Br2S2,,,2.052,2.924,0.032,-0.6,0.0,1.962,2.817,2.052,2.924,-3.936,-4.917,-5.898,-23.926,1.3877787807814457e-17,0.0,1.722
In2Te2Br2,,,1.704,2.473,0.003999999999999997,-0.592,0.0,1.676,2.473,1.704,2.473,-4.738,-5.576,-6.415,-18.656000000000002,1.3877787807814457e-17,0.0,1.936
MnCoBr4,,,0.476,3.526,0.024,-0.548,1.0000000000000002,0.476,3.371,0.476,3.526,-5.435,-5.673,-5.911,-27.57,-0.24,-0.084,2.423
TeAsBr,1.963,2.355,1.435,2.071,0.163,-0.08199999999999996,0.0,1.064,1.662,1.435,2.071,-4.652,-5.185,-5.717,-9.697000000000003,1.3877787807814457e-17,0.0,3.625
Tl3Cl3,,,2.449,3.238,0.027,-0.997,0.0,2.443,3.232,2.449,3.238,-3.045,-4.266,-5.488,-18.833,1.3877787807814457e-17,0.0,3.302
Zr2Se6,,,0.573,1.471,0.0,-1.078,0.0,0.4099999999999999,1.031,0.573,1.471,-4.816,-5.021,-5.226,-44.329,1.3877787807814457e-17,0.0,5.061
Au4Br4,,,1.482,2.327,0.085,-0.07499999999999996,0.0,1.482,2.327,1.482,2.327,-4.383,-5.124,-5.865,-19.456,1.3877787807814457e-17,0.0,2.995
I6Ca2Na2,,,3.782,4.679,0.059,-1.459,0.0,3.782,4.679,3.782,4.679,-2.062,-3.953,-5.844,-30.097,1.3877787807814457e-17,0.0,2.551
Na2Be2N2,,,0.013,,0.07,-0.532,0.0,0.004999999999999893,1.1296666666666666,0.013000000000000123,1.1296666666666666,-2.042,-2.045,-2.047,-29.915,1.3877787807814457e-17,0.0,2.214
Sb4O6,,,3.416,4.627,0.053,-1.308,0.0,3.414,4.624,3.416,4.627,-2.4779999999999998,-4.185,-5.892,-61.453,1.3877787807814457e-17,0.0,0.976
Te4Ga4Cl4,,,2.142,2.951,0.023,-0.707,0.0,2.102,2.868,2.142,2.951,-4.422,-5.473,-6.524,-40.062,1.3877787807814457e-17,0.0,2.858
W2I6,,,0.451,1.31,0.0010000000000000009,0.0010000000000000009,1.0000000000000002,0.376,1.31,0.45100000000000007,1.31,-4.095,-4.282,-4.47,-31.83,1.406,2.16,2.087
Ti2Br2N2,,,0.621,2.084,0.0,-1.415,0.0,0.621,2.084,0.621,2.084,-5.684,-5.995,-6.305,-41.746,1.3877787807814457e-17,0.0,4.021
Sn2P2C2O6H6,,,4.041,5.076,0.0,-1.145,0.0,4.034,5.049,4.041,5.076,-1.6269999999999998,-3.644,-5.661,-108.58,1.3877787807814457e-17,0.0,1.415
Sb4S6,,,1.902,2.638,0.046,-0.22899999999999998,0.0,1.882,2.635,1.902,2.638,-3.824,-4.765,-5.705,-44.387,1.3877787807814457e-17,0.0,1.44
Cd2Cu2Br6,,,1.57,3.601,0.005999999999999998,-0.657,0.0,1.57,3.601,1.57,3.601,-4.134,-4.919,-5.704,-25.285,1.3877787807814457e-17,0.0,2.976
Te2Ni2As,,,0.0,,0.0049999999999999975,-0.257,0.0,0.0,0.6983333333333333,0.0,0.6983333333333335,-4.373666666666667,-4.52,-4.532,-26.852,1.3877787807814457e-17,0.0,2.851
Se2MgLi2O8H4,,,4.738,6.176,0.005999999999999998,-1.42,0.0,4.649,6.07,4.7379999999999995,6.176,-1.3079999999999998,-3.633,-5.958,-90.8,1.3877787807814457e-17,0.0,1.407
Nb4I2S12,,,0.385,0.82,0.049,-0.693,0.0,0.31800000000000006,0.8159999999999998,0.385,0.8199999999999998,-4.912,-5.071,-5.23,-105.67000000000002,1.3877787807814457e-17,0.0,1.823
Re4S8,,,1.272,1.854,0.0,-0.593,0.0,1.272,1.854,1.272,1.854,-4.45,-5.086,-5.722,-86.371,1.3877787807814457e-17,0.0,4.29
Se9Al6,,,2.492,3.386,0.083,-0.774,0.0,2.475,3.386,2.492,3.386,-3.529,-4.767,-6.004,-65.38,1.3877787807814457e-17,0.0,2.553
In4S4Cl4,,,2.588,3.536,0.0,-0.83,0.0,2.588,3.536,2.588,3.536,-4.557,-5.851,-7.145,-44.461,1.3877787807814457e-17,0.0,1.655
Nb2Fe4Se6,,,0.0,,0.025,-0.513,1.0000000000000002,0.0,1.0313333333333334,0.0,1.0546666666666664,-4.275333333333333,-4.685,-4.325666666666667,-83.868,-0.312,-2.85,2.218
AgCrP2S6,,,1.018,2.069,0.008,-0.355,1.0000000000000002,1.01,2.012,1.018,2.069,-4.873,-5.378,-5.883,-50.992,0.1,0.1,2.031
W2Cl6,,,0.706,1.165,0.164,-0.652,0.0,0.706,1.165,0.706,1.165,-3.833,-4.186,-4.539,-38.9,1.3877787807814457e-17,0.0,3.842
Sb2Te2O10H2,,,2.638,3.889,0.084,-1.09,0.0,2.555,3.844,2.638,3.889,-5.1,-6.378,-7.655,-90.554,1.3877787807814457e-17,0.0,2.113
PdNiS4,,,0.977,1.492,0.079,-0.21899999999999997,0.0,0.711,1.153,0.977,1.492,-5.311,-5.667,-6.023,-28.695,1.3877787807814457e-17,0.0,3.465
Ta2S4F4,,,1.457,2.348,0.058,-1.925,0.0,1.42,2.327,1.457,2.348,-3.826,-4.536,-5.245,-61.543,1.3877787807814457e-17,0.0,1.84
VBrO2H,,,0.659,2.309,0.069,-1.532,1.0000000000000002,0.473,2.282,0.659,2.309,-4.672,-4.908,-5.145,-31.341,-0.04000000000000001,-0.06499999999999999,2.649
ReAg2Br6,,,0.604,,0.0,-0.335,1.0000000000000002,0.562,1.7293333333333334,0.604,1.8139999999999998,-5.481,-5.762,-6.043,-29.858,0.085,0.067,2.859
Tl2Pd4Te6,,,0.412,0.567,0.0,-0.354,0.0,0.377,0.5670000000000002,0.4119999999999998,0.5669999999999997,-4.073,-4.262,-4.45,-43.757,1.3877787807814457e-17,0.0,1.882
Ta4I2Se12,,,0.635,1.014,0.049,-0.575,0.0,0.635,1.014,0.635,1.014,-4.309,-4.627,-4.944,-94.361,1.3877787807814457e-17,0.0,1.911
AgCuSe5P2S,,,0.095,0.245,0.016,-0.10599999999999998,0.0,0.026999999999999913,0.12699999999999978,0.09499999999999997,0.2450000000000001,-5.53,-5.543,-5.557,-39.795,1.3877787807814457e-17,0.0,3.544
W2As4O12,,,1.841,3.16,0.038,-1.638,0.0,1.811,3.138,1.841,3.16,-5.64,-6.545,-7.451,-132.595,1.3877787807814457e-17,0.0,2.579
Rh2Sb2S6,,,0.152,0.059,0.098,-0.307,0.0,0.1519999999999999,0.05900000000000016,0.1519999999999999,0.05900000000000016,-5.168,-5.244,-5.32,-50.643,1.3877787807814457e-17,0.0,3.698
I4Cu2O12,,,0.835,2.954,0.03,-0.18999999999999995,1.0000000000000002,0.735,2.895,0.835,2.954,-5.024,-5.391,-5.758,-78.182,0.235,-0.076,1.705
Ge2P2S6C2H6,,,2.614,3.515,0.0,-0.262,0.0,2.586,3.499,2.614,3.515,-2.628,-3.92,-5.213,-87.33,1.3877787807814457e-17,0.0,1.454
CrOFH,,,0.522,1.53,0.187,-1.558,1.0000000000000002,0.43599999999999994,1.53,0.522,1.53,-3.072,-3.29,-3.508,-25.675,-0.247,0.143,1.062
FeGa2Se4,,,0.803,1.814,0.056,-0.445,0.0,0.538,1.761,0.803,1.814,-3.827,-4.096,-4.365,-31.894,1.3877787807814457e-17,0.0,3.303
Ta4Pd2Te10,,,0.0,,0.0030000000000000027,-0.395,0.0,0.0,0.2956666666666665,0.0,0.32566666666666677,-4.3790000000000004,-4.631,-4.590333333333334,-85.281,1.3877787807814457e-17,0.0,2.383
Te4Cr2Ni,,,0.0,,0.057,-0.17599999999999993,1.0000000000000002,0.0,1.0000000000000002,0.0,1.1433333333333333,-4.991333333333333,-4.899,-5.106333333333334,-40.113,3.383,3.379,3.731
Sn2Cl2F2,,,2.927,3.862,0.079,-1.635,0.0,2.852,3.808,2.927,3.862,-2.558,-3.984,-5.41,-24.665,1.3877787807814457e-17,0.0,2.219
HfZr3Te8,,,0.253,0.797,0.11499999999999999,-0.765,0.0,0.21300000000000008,0.766,0.2530000000000001,0.7969999999999999,-5.145,-5.251,-5.358,-64.531,1.3877787807814457e-17,0.0,4.163
Zr2Br2Cl4,,,0.0,0.108,0.088,-1.586,1.0000000000000002,0.0,0.01100000000000012,0.0,0.1080000000000001,-4.800666666666666,-4.296,-4.9543333333333335,-37.804,-0.29600000000000004,-0.333,3.071
In2Te4Cr,,,0.0,,0.035,-0.27,1.0000000000000002,0.0,0.7923333333333331,0.0,0.8086666666666666,-3.7383333333333337,-3.974,-3.9076666666666666,-29.642,-1.062,-1.063,3.359
Tl2Pb2I6,,,1.903,2.58,0.055,-0.632,0.0,1.862,2.542,1.903,2.58,-3.163,-4.095,-5.026,-27.7,1.3877787807814457e-17,0.0,2.506
ZrNiF6,,,1.913,6.174,0.033,-3.039,1.0000000000000002,1.9,6.164,1.913,6.174,-5.665,-6.615,-7.565,-48.48,-0.022999999999999993,-0.018000000000000016,2.194
K2C2O6,,,1.04,2.758,0.032,-1.473,1.0000000000000002,0.987,2.692,1.04,2.758,-5.937,-6.431,-6.924,-66.353,-0.0020000000000000018,0.0030000000000000027,1.266
Bi2F6,,,4.353,5.941,0.053,-2.488,0.0,4.317,5.899,4.353,5.941,-3.434,-5.593,-7.751,-38.772,1.3877787807814457e-17,0.0,1.83
Hf2Br4S4,,,1.824,2.918,0.0,-1.192,0.0,1.786,2.88,1.824,2.918,-4.333,-5.226,-6.119,-49.587,1.3877787807814457e-17,0.0,3.192
Ru2Br6,,,0.0,0.128,0.017,-0.308,1.0000000000000002,0.0,0.053999999999999826,0.0,0.1280000000000001,-4.934333333333333,-5.477,-5.267666666666667,-30.896,-3.2709999999999995,-3.075,2.96
Pd2Te2S6,,,1.008,1.839,0.056,-0.137,0.0,1.006,1.818,1.008,1.839,-3.825,-4.328,-4.831,-39.891,1.3877787807814457e-17,0.0,2.308
CoGa2Se4,,,0.0,,0.026,-0.478,1.0000000000000002,0.0,1.0476666666666667,0.0,1.0476666666666667,-4.350666666666667,-4.264,-4.469666666666667,-31.315000000000005,0.066,0.066,3.319
